"id","Postcode","Latitude","Longitude","Easting","Northing","GridRef","District","Ward","DistrictCode","WardCode","Country","CountyCode","Constituency","TypeArea"
10491,"AB2 8TJ",57.18868,-2.113315,393250,810880,"NJ932108","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10492,"AB2 8TN",57.189309,-2.113317,393250,810950,"NJ932109","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10493,"AB2 8TP",57.191016,-2.113653,393230,811140,"NJ932111","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10494,"AB2 8TQ",57.190566,-2.113983,393210,811090,"NJ932110","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10495,"AB2 8TR",57.18526,-2.120915,392790,810500,"NJ927105","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10496,"AB2 8TS",57.187417,-2.119764,392860,810740,"NJ928107","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10497,"AB2 8TT",57.186969,-2.117942,392970,810690,"NJ929106","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10498,"AB2 8TU",57.186341,-2.117444,393000,810620,"NJ930106","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10499,"AB2 8TW",57.18562,-2.119427,392880,810540,"NJ928105","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10500,"AB2 8TX",57.186339,-2.119595,392870,810620,"NJ928106","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10501,"AB2 8TY",57.18724,-2.116289,393070,810720,"NJ930107","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10502,"AB2 8TZ",57.186521,-2.116948,393030,810640,"NJ930106","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10503,"AB2 8UA",57.186972,-2.114965,393150,810690,"NJ931106","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10504,"AB2 8UB",57.186607,-2.120588,392810,810650,"NJ928106","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10505,"AB2 8UD",57.186876,-2.121251,392770,810680,"NJ927106","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10506,"AB2 8UE",57.188048,-2.117119,393020,810810,"NJ930108","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10507,"AB2 8UF",57.18778,-2.11596,393090,810780,"NJ930107","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10508,"AB2 8UG",57.188232,-2.112652,393290,810830,"NJ932108","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10509,"AB2 8UH",57.190477,-2.113155,393260,811080,"NJ932110","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10510,"AB2 8UJ",57.187782,-2.113313,393250,810780,"NJ932107","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10511,"AB2 8UL",57.190837,-2.11266,393290,811120,"NJ932111","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10512,"AB2 8UN",57.189666,-2.115469,393120,810990,"NJ931109","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10513,"AB2 8UP",57.189487,-2.114972,393150,810970,"NJ931109","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10514,"AB2 8UR",57.191736,-2.112167,393320,811220,"NJ933112","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10515,"AB2 8US",57.190031,-2.11001,393450,811030,"NJ934110","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10516,"AB2 8UT",57.18985,-2.110672,393410,811010,"NJ934110","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10517,"AB2 8UW",57.183561,-2.112638,393290,810310,"NJ932103","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10518,"AB2 8UX",57.184009,-2.113136,393260,810360,"NJ932103","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10519,"AB2 8UY",57.184188,-2.114294,393190,810380,"NJ931103","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10520,"AB2 8UZ",57.198547,-2.12824,392350,811980,"NJ923119","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10521,"AB2 8WA",57.188311,-2.124068,392600,810840,"NJ926108","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10522,"AB2 8WB",57.188133,-2.121751,392740,810820,"NJ927108","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10523,"AB2 8WD",57.189121,-2.122417,392700,810930,"NJ927109","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10524,"AB2 8WE",57.18858,-2.124235,392590,810870,"NJ925108","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10525,"AB2 8WF",57.189029,-2.124898,392550,810920,"NJ925109","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10526,"AB2 8WG",57.189929,-2.123246,392650,811020,"NJ926110","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10527,"AB2 8WH",57.190824,-2.126228,392470,811120,"NJ924111","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10528,"AB2 8WJ",57.18912,-2.12374,392620,810930,"NJ926109","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10529,"AB2 8WL",57.189659,-2.123576,392630,810990,"NJ926109","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10530,"AB2 8WN",57.188954,-2.108187,393560,810910,"NJ935109","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10531,"AB2 8WP",57.188235,-2.109178,393500,810830,"NJ935108","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10532,"AB2 8WQ",57.191276,-2.122755,392680,811170,"NJ926111","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10533,"AB2 8WR",57.1753,-2.108147,393560,809390,"NJ935093","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10534,"AB2 8WS",57.188045,-2.120428,392820,810810,"NJ928108","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10535,"AB2 8WT",57.188494,-2.119933,392850,810860,"NJ928108","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10536,"AB2 8WU",57.188404,-2.120594,392810,810850,"NJ928108","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10537,"AB2 8WW",57.198008,-2.128569,392330,811920,"NJ923119","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10538,"AB2 8XA",57.194782,-2.120284,392830,811560,"NJ928115","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10539,"AB2 8XB",57.195589,-2.121776,392740,811650,"NJ927116","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10540,"AB2 8XD",57.186708,-2.108512,393540,810660,"NJ935106","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10541,"AB2 8XE",57.177925,-2.171173,389750,809690,"NJ897096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10542,"AB2 8XF",57.19846,-2.125426,392520,811970,"NJ925119","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10543,"AB2 8YA",57.182817,-2.138111,391750,810230,"NJ917102","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10544,"AB2 8YB",57.182367,-2.13844,391730,810180,"NJ917101","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10545,"AB2 8YD",57.183174,-2.139435,391670,810270,"NJ916102","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10546,"AB2 8YE",57.183176,-2.137781,391770,810270,"NJ917102","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10547,"AB2 8YF",57.184534,-2.128191,392350,810420,"NJ923104","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10548,"AB2 8YG",57.185072,-2.12869,392320,810480,"NJ923104","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10549,"AB2 8YH",57.185163,-2.127532,392390,810490,"NJ923104","Aberdeen City","Bridge of Don"," S12000033","S13002477","Scotland","S99999999","Gordon","Large urban area"
10550,"AB2 8YJ",57.180849,-2.129833,392250,810010,"NJ922100","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10551,"AB2 8YL",57.18218,-2.144725,391350,810160,"NJ913101","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10552,"AB2 8YN",57.182272,-2.142906,391460,810170,"NJ914101","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10553,"AB2 8YP",57.182902,-2.141585,391540,810240,"NJ915102","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10554,"AB2 8YQ",57.180301,-2.137936,391760,809950,"NJ917099","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10555,"AB2 8YR",57.182807,-2.146713,391230,810230,"NJ912102","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10556,"AB2 8YS",57.183168,-2.145225,391320,810270,"NJ913102","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10557,"AB2 8YT",57.179139,-2.132969,392060,809820,"NJ920098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10558,"AB2 8YU",57.17896,-2.132473,392090,809800,"NJ920098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10559,"AB2 8YX",57.179501,-2.130655,392200,809860,"NJ922098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10560,"AB2 8YY",57.180311,-2.129004,392300,809950,"NJ923099","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10561,"AB2 8ZA",57.183532,-2.141091,391570,810310,"NJ915103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10562,"AB2 8ZB",57.183992,-2.130671,392200,810360,"NJ922103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10563,"AB2 8ZD",57.184338,-2.143245,391440,810400,"NJ914104","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10564,"AB2 8ZE",57.18443,-2.140929,391580,810410,"NJ915104","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10565,"AB2 8ZF",57.184434,-2.137951,391760,810410,"NJ917104","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10566,"AB2 8ZG",57.184969,-2.140766,391590,810470,"NJ915104","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10567,"AB2 8ZH",57.183439,-2.143572,391420,810300,"NJ914103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10568,"AB2 8ZJ",57.183894,-2.138446,391730,810350,"NJ917103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10569,"AB2 8ZL",57.182284,-2.131657,392140,810170,"NJ921101","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10570,"AB2 8ZQ",57.183438,-2.144895,391340,810300,"NJ913103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10571,"AB2 8ZR",57.182823,-2.13199,392120,810230,"NJ921102","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10572,"AB2 8ZS",57.183542,-2.131662,392140,810310,"NJ921103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10573,"AB2 8ZT",57.184169,-2.133649,392020,810380,"NJ920103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10574,"AB2 8ZU",57.181566,-2.13182,392130,810090,"NJ921100","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10575,"AB2 8ZW",57.184077,-2.135799,391890,810370,"NJ918103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10576,"AB2 8ZX",57.183716,-2.136956,391820,810330,"NJ918103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10577,"AB2 8ZY",57.179587,-2.134294,391980,809870,"NJ919098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10578,"AB2 8ZZ",57.180398,-2.131485,392150,809960,"NJ921099","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10579,"AB2 9AA",57.18056,-2.162434,390279,809982,"NJ902099","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Accessible rural area"
10580,"AB2 9AB",57.190134,-2.170633,389786,811049,"NJ897110","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10581,"AB2 9AD",57.177719,-2.170923,389765,809667,"NJ897096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10582,"AB2 9AE",57.178526,-2.171655,389721,809757,"NJ897097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10583,"AB2 9AF",57.17908,-2.179944,389220,809820,"NJ892098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10584,"AB2 9AG",57.177812,-2.168674,389901,809677,"NJ899096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10585,"AB2 9AH",57.179343,-2.172453,389673,809848,"NJ896098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10586,"AB2 9AJ",57.178857,-2.172781,389653,809794,"NJ896097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10587,"AB2 9AL",57.179538,-2.173777,389593,809870,"NJ895098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10588,"AB2 9AN",57.178306,-2.174979,389520,809733,"NJ895097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10589,"AB2 9AP",57.177417,-2.175024,389517,809634,"NJ895096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10590,"AB2 9AQ",57.178369,-2.174648,389540,809740,"NJ895097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10591,"AB2 9AR",57.178497,-2.17316,389630,809754,"NJ896097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10592,"AB2 9AS",57.176429,-2.17492,389523,809524,"NJ895095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10593,"AB2 9AT",57.177871,-2.177888,389344,809685,"NJ893096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10594,"AB2 9AU",57.178281,-2.180056,389213,809731,"NJ892097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10595,"AB2 9AX",57.180009,-2.183638,388997,809924,"NJ889099","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10596,"AB2 9AY",57.179021,-2.183533,389003,809814,"NJ890098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10597,"AB2 9BA",57.179252,-2.185734,388870,809840,"NJ888098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10598,"AB2 9BB",57.18024,-2.185409,388890,809950,"NJ888099","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10599,"AB2 9BD",57.179279,-2.185387,388891,809843,"NJ888098","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10600,"AB2 9BE",57.178427,-2.184374,388952,809748,"NJ889097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10601,"AB2 9BH",57.176666,-2.178791,389289,809551,"NJ892095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10602,"AB2 9BJ",57.176309,-2.177036,389395,809511,"NJ893095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10603,"AB2 9BL",57.175344,-2.179843,389225,809404,"NJ892094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10604,"AB2 9BN",57.175921,-2.178358,389315,809468,"NJ893094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10605,"AB2 9BP",57.176333,-2.179087,389271,809514,"NJ892095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10606,"AB2 9BQ",57.176006,-2.181418,389130,809478,"NJ891094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10607,"AB2 9BR",57.175413,-2.18158,389120,809412,"NJ891094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10608,"AB2 9BS",57.174857,-2.180685,389174,809350,"NJ891093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10609,"AB2 9BT",57.174604,-2.181924,389099,809322,"NJ890093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10610,"AB2 9BU",57.173731,-2.183028,389032,809225,"NJ890092","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10611,"AB2 9BX",57.174928,-2.181909,389100,809358,"NJ891093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10612,"AB2 9BY",57.174942,-2.183993,388974,809360,"NJ889093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10613,"AB2 9DA",57.17385,-2.18154,389122,809238,"NJ891092","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10614,"AB2 9DB",57.17358,-2.182051,389091,809208,"NJ890092","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10615,"AB2 9DD",57.174647,-2.183578,388999,809327,"NJ889093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10616,"AB2 9DE",57.174356,-2.185793,388865,809295,"NJ888092","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10617,"AB2 9DF",57.174471,-2.18667,388812,809308,"NJ888093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10618,"AB2 9DG",57.176559,-2.184348,388953,809540,"NJ889095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10619,"AB2 9DH",57.174676,-2.188143,388723,809331,"NJ887093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10620,"AB2 9DJ",57.175201,-2.185449,388886,809389,"NJ888093","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10621,"AB2 9DL",57.17541,-2.183863,388982,809412,"NJ889094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10622,"AB2 9DN",57.175797,-2.18317,389024,809455,"NJ890094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10623,"AB2 9DP",57.176367,-2.180692,389174,809518,"NJ891095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10624,"AB2 9DQ",57.177096,-2.179141,389268,809599,"NJ892095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10625,"AB2 9DR",57.177054,-2.177536,389365,809594,"NJ893095","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10626,"AB2 9DS",57.176194,-2.175399,389494,809498,"NJ894094","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10627,"AB2 9DT",57.177532,-2.169649,389842,809646,"NJ898096","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10628,"AB2 9DU",57.178222,-2.170711,389778,809723,"NJ897097","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Aberdeen North","Large urban area"
10629,"AB2 9DX",57.181055,-2.174859,389528,810039,"NJ895100","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10630,"AB2 9DY",57.182183,-2.177875,389346,810165,"NJ893101","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10631,"AB2 9EA",57.182211,-2.176883,389406,810168,"NJ894101","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10632,"AB2 9EB",57.183097,-2.178922,389283,810267,"NJ892102","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10633,"AB2 9ED",57.18359,-2.179735,389234,810322,"NJ892103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10634,"AB2 9EE",57.183922,-2.180034,389216,810359,"NJ892103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10635,"AB2 9EF",57.182472,-2.176156,389450,810197,"NJ894101","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10636,"AB2 9EG",57.181545,-2.177674,389358,810094,"NJ893100","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10637,"AB2 9EH",57.183583,-2.178676,389298,810321,"NJ892103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10638,"AB2 9EJ",57.183108,-2.17783,389349,810268,"NJ893102","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10639,"AB2 9EL",57.183444,-2.181421,389132,810306,"NJ891103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10640,"AB2 9EN",57.184233,-2.182368,389075,810394,"NJ890103","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Large urban area"
10641,"AB2 9EP",57.18458,-2.184984,388917,810433,"NJ889104","Aberdeen City","Dyce/Bucksburn/Danestone"," S12000033","S13002476","Scotland","S99999999","Gordon","Accessible rural area"
